NUM POSITIONNEUR;FOURNISSEUR POSITIONNEUR;INTELLIGENT;ELECTRIQUE;PNEUMATIQUE;type positionneur;N° DE SERIE;SIGNAL ENTREE;PRES. ALIM.;SIGNAL SORTIE;REPERE CAME;FACE CAME;ACTION DIRECTE;ACTION INVERSE;LOI;FERMEE A;OUVERTE A
309;;;;;;;;;;;;;;;;
310;;;;;;;;;;;;;;;;
311;;;;;;;;;;;;;;;;
312;AMRI KSB;x;;x;ND9106;PH19200033;4-20 mA;3,5 B;;;;X;;Linéaire;0,2 bar;1 bar
313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
314;;;;;;;;;;;;;;;;
315;MASONEILAN;;;X;4600;64-2111-01-1;0,2 - 1 bar;1,4 bar;0,48 - 1,03 bar;2;;X;;Egal pourcentage;0,2 bar;1 bar
316;AMRI KSB;;;X;4600;64-2111-01-02;0,2 - 1 bar;1,4 bar;0,48 - 1,03 bar;2;;X;;Egal pourcentage;0,2 bar;1 bar
317;MASONEILAN;;X;;8013;64-6656-01-1;4 - 20 mA;2,1 bar;0,48 - 1,03 bar;1;;X;;Linéaire;;
318;MASONEILAN;;X;;8013;08-9949-01-7;4 - 20 mA;2,4 bar;0,5 - 1,8 bar;2;;X;;Egal pourcentage;4 mA;20 mA
319;MASONEILAN;;x;;8013;62-153001-3;0,48 - 1,03 bar;1,4 bar;4 - 20 mA;;;;;;;
320;;0;X;0;8013;62-153001-2;0,48 - 1,03 bar;1,4 bar;4 - 20 mA;0;0;0;0;0;0;0
321;MASONEILAN;;X;;8013;62-153001-1;0,48 - 1,03 bar;1,4 bar;4 - 20 mA;;;;;;;
322;CCI VALVE;X;0;0;C330 LSNX201S;00510311;4 - 20 mA;1,4 à 7 bar;0;0;0;0;0;0;0;0
323;CCI VALVE;;;X;PMV 1500;127285;0,2 - 1 bar;7 bar max;;;;X;;Linéaire;0,2 bar;1 bar
324;MASONEILAN;0;X;0;7700E;0;4 - 20 mA;2,1 bar;0;0;0;X;0;0;4 mA;20 mA
325;MASONEILAN;;X;;8013;16-0147-01-1;4 - 20 mA;2,1 bar;;;;X;;Linéaire;4 mA;20 mA
326;MASONEILAN;;X;;8013;64-9366-01-1;4 - 20 mA;2,1 bar;;;;X;;Linéaire;4 mA;20 mA
327;MASONEILAN;0;X;0;8013;7123;4 - 20 mA;2 bar;0,2 - 1bar;0;0;X;0;Linéaire;4 mA;20 mA
328;;;;;;;;;;;;;;;;
329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
333;;;;;;;;;;;;;;;;
334;MASONEILAN;;X;;8013;64-9532-01-1;4 - 20 mA;1,4 bar;0,48 - 1,03 bar;5;;X;;Linéaire;4 mA;20 mA
335;AMRI KSB;0;X;0;8013-357;63 541502-1;4 - 20 mA;1,4 bar;0,48 - 1,03 bar;8;0;X;0;Egal pourcentage;4 mA;20 mA
336;VALMET METSO;;X;;NE 624;S8508 1990/23;4 - 20 mA;;;;;X;;Linéaire;4 mA;20 mA
337;VALMET METSO;X;0;0;ND 9102HN ;PH13090416;4 - 20 mA;8 bar max;0;0;0;x;0;Linéaire;4 mA;20 mA
338;;;;;;;;;;;;;;;;
339;;;;;;;;;;;;;;;;
340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
343;CCI VALVE;0;0;X;STI;A1807526;0,2 - 1 BAR;7 BAR MAX;0;65° 0-100;0;X;0;Lineaire;0,2 bar;1 bar
344;;;;;;;;;;;;;;;;
345;;;;;;;;;;;;;;;;
346;;;;;;;;;;;;;;;;
347;;;;;;;;;;;;;;;;
348;;;;;;;;;;;;;;;;
349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
352;;;;;;;;;;;;;;;;
353;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
354;;;;;;;;;;;;;;;;
355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
356;;;;;;;;;;;;;;;;
357;;;;;;;;;;;;;;;;
358;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
359;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
360;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
361;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
365;;;;;;;;;;;;;;;;
366;;;;;;;;;;;;;;;;
367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
368;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
371;;;;;;;;;;;;;;;;
372;;;;;;;;;;;;;;;;
373;;;;;;;;;;;;;;;;
374;;;;;;;;;;;;;;;;
375;;;;;;;;;;;;;;;;
376;;;;;;;;;;;;;;;;
377;;;;;;;;;;;;;;;;
378;AMRI KSB;;;;;;;;;;;;;;;
379;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
380;AMRI KSB;;;;;;;;;;;;;;;
381;METSO;X;;;ND 9103 HN;PH15370186;4 - 20 mA;10 bar max;;;;X;;Linéaire;4 mA;20 mA
382;MASONEILAN;0;X;0;8013;62-537002-2;4 - 20 mA;1,4 bar;0,48 - 1,03 bar;0;0;X;0;Linéaire;4 mA;20 mA
383;SCHLUMBERGER SEREG VANNES;;;X;600;;0,2 - 1 bar;;;;;;;Exponentielle;1 bar;0,2 bar
384;VALMET METSO;;X;;NE 624;S8508 1990/22;4 - 20 mA;6 bar max;;;;;X;linéaire;20 mA;4 mA
385;VALMET METSO;X;0;0;ND 9102HN ;PH12510336;4 - 20 mA;8 bar max;0;0;0;0;0;linéaire;20 mA;4 mA
386;VALMET METSO;X;0;0;ND 9102HN ;PH12510338;4 - 20 mA;8 bar max;0;0;0;0;0;Linéaire;20 mA;4 mA
387;MASONEILAN;;X;;8013;63-5415-06-1;4 - 20 mA;1,4 bar;0,48 - 1,03 bar;5;;X;;Linéaire;4 mA;20 mA
388;METSO;X;0;0;ND9103NH/I56;PH18480182;4 - 20 mA;8 bars max; ;0;0;X;0;Linéaire;4 mA;20 mA
389;METSO;X;;;NDS 822/S1A;PH032206637;4 - 20 mA;2,5 - 8 bar;;;;X; ;Linéaire;4 mA;20 mA
390;VALMET METSO;X;0;0;ND 9102HN ;PH12510337;4 - 20 mA;8 bar max;0;0;0;0;0;linéaire;20 mA;4 mA
391;METSO;X;0;0;ND 822/S1;PH02140554;4 - 20 mA;8 bar max; ;0;0;0;0;0;4 mA;20 mA
392;VALMET METSO;0;0;X;NP 700;S.9692;3 - 15 PSI;10 bar max;0;0;0;0;0;Linéaire;0,2 bar;1 bar
393;VALMET METSO;;X;;NE 624;S 7691 1989MK;4 - 20 mA;7,5 bar max;;;;;X;Linéaire;20 mA;4 mA
394;METSO;X;;;ND 9102 HN/I56;PH10150302;4 - 20 mA;1,4 à 8 bar;;;;X;;Linéaire;4 mA;20 mA
395;;;;;;;;;;;;;;;;
396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
398;;;;;;;;;;;;;;;;
399;;;;;;;;;;;;;;;;
400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
401;NAF AB ;0;X;0;370300-60/70P;2002-7075;4 - 20 mA;120 PSI max;0;0;0;0;0;0;0;0
402;VALMET METSO;0;X;0;NE 624;S.8507;4 - 20 mA;0;0,2 - 1 bar;0;0;X;0;Linéaire;4 mA;20 mA
403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
404;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
407;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
410;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
411;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
413;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
414;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
415;METSO;X;0;0;ND 9103 HN;PH12120707;0;8 bar max;0;0;0;0;0;Linéaire;4 mA;20 mA
416;VALMET METSO;X;0;0;ND9103HN;PH11210871;4 - 20 mA;1,4 à 8 bar;0;0;0;0;0;0;20 mA;4 mA
417;VALMET METSO;X; ;0;ND 9102HN ;PH12510310;4 - 20 mA;8 bar max;0;0;0;X; ;Linéaire;4 mA;20 mA
418;AMRI KSB;X;0;0;ND 9103 HN;PH12120748;4 - 20 mA;8 bar max;0;0;0;X;0;Linéaire;4 mA;20 mA
419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
422;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
423;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
424;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
428;METSO;x;;0;ND 9103 HN;0;4 - 20 mA;0;0;0;0;0;0;Linéaire;4 mA;20 mA
429;VALMET METSO;;;X;NP 624;S.6521;0,2 - 1 bar;10 bar max;;0-100%;B;X;;Linéaire;0,2 bar;1 bar
430;AMRI KSB;X;0;0;ND 826/S1A;PH02390584;4 - 20 mA;8 bar max;0;0;0;X;0;Linéaire;4 mA;20 mA
431;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
433;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
434;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
435;VALMET METSO;0;X;0;NE 624;S 5080 1998 IS;4 - 20 mA;0;0;0;0;X;0;Linéaire;4 mA;20 mA
436;AMRI KSB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
437;VALMET METSO;X;;;ND 826/S1;; ;10 bar max; ;;;;;linéaire;20 mA;4 mA
438;VALMET METSO;X;0;0;ND9103HN;PH12012335;4 - 20 mA;8 bar max;0;0;0;0;0;Linéaire;4 mA;20 mA
439;SIEMENS;0;X;X;Series 760;0;0;0;0;0;0;0;0;Linéaire;4 mA;20 mA
440;AMRI KSB;;;;;;;;;;;;;;;
441;AMRI KSB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
442;;;;;;;;;;;;;;;;
443;AMRI KSB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
444;;;;;;;;;;;;;;;;
445;AMRI KSB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
446;;;;;;;;;;;;;;;;
447;AMRI KSB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
448;;;;;;;;;;;;;;;;
449;AMRI KSB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
450;AMRI KSB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
454;AMRI KSB;;;;;;;;;;;;;;;
455;MASONEILAN;0;X;0;4000;12X06041;4 - 20 mA;2,1 bar;0,41 - 1,66 bar;0;0;X;0;0;4 mA;20 mA
456;;;;;;;;;;;;;;;;
457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
458;;;;;;;;;;;;;;;;
459;;;;;;;;;;;;;;;;
460;;;;;;;;;;;;;;;;
461;;;;;;;;;;;;;;;;
462;;;;;;;;;;;;;;;;
463;;;;;;;;;;;;;;;;
464;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
465;AMRI KSB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
466;;;;;;;;;;;;;;;;
467;;;;;;;;;;;;;;;;
468;VALMET METSO;X;0;0;ND 9102HN ;PH09100844;4 - 20 mA;8 bar max;0;0;0;0;0;Linéaire;4 mA;20 mA
469;VALMET METSO;X;0;0;ND 9102HN ;PH09100843;4 - 20 mA;8 bar max;0;0;0;0;0;Linéaire;4 mA;20 mA
470;MASONEILAN;;;X;;;;;;;;;;;;
471;VALMET METSO;X;0;0;ND9103HN/I56;0;0;8 b max;0;0;0;0;0;Linéaire;20 mA;4 mA
472;METSO;X;;;ND 9103 HN;PH12120744;4 - 20 mA;8 bar max;;;;;;linéaire;20 mA;4 mA
473;;;;;;;;;;;;;;;;
474;METSO;X;;;ND 9103 HN;PH12120751;4 - 20 mA;8 bar max;;;;;;linéaire;20 mA;4 mA
475;;;;;;;; ;;;;;;;;
476;VALMET METSO;0;X;0;NE 624;S7693 1989 IS;4 - 20 mA;8 bar max;0,2 - 1 bar;0;0;X;0;Linéaire;4 mA;20 mA
477;SCHLUMBERGER SEREG VANNES;;;X;600;;0,2 - 1 bar;3 bar;0,2 - 1 bar;;;x;;Exponentielle;1 bar;0,2 bar
478;METSO;X;0;0;ND 9103 HN;PH06160190;4 - 20 mA;1,4 à 8 bar;0;0;0;X;0;Linéaire;4 mA;20 mA
479;VALMET METSO;X;0;0;ND 9102HN ;PH13090418;4 - 20 mA;8 bar max;0;0;0;0;0;Linéaire;4 mA;20 mA
480;VALMET METSO;X;0;0;ND 9102HN ;PH13090422;4 - 20 mA;8 bar max;0;0;0;0;0;Split Range;12 mA;4 mA
481;;;;;;;;;;;;;;;;
482;METSO;X;0;0;ND8261/S1;PH02200071;4 - 20 mA;2,5 - 8 bar;0;0;0;0;0;linéaire;20 mA;4 mA
483;SCHLUMBERGER SEREG VANNES;;;X;600;;0,2 - 1 bar;3 bar;3 - 15 PSI;;;;;Linéaire;1 bar;0,2 bar
484;SCHLUMBERGER SEREG VANNES;;;X;600;;0,2 - 1 bar;3 bar;3 - 15 PSI;;;;;Linéaire;1 bar;0,2 bar
485;VALMET METSO;X;; ;ND9103HN;PH10111098;4 - 20 mA;1,4 à 8 bar;;;;;;Linéaire;20 mA;4 mA
486;VALMET METSO;X;0;0;ND9102HN/I56;PH18510304;0;8 b max;0;0;0;0;0;Linéaire;20 mA;4 mA
487;VALMET METSO;;;X;NP 624;S.4812;0,2 - 1 bar;10 bar max;3 - 15 PSI;;;X;;Linéaire;0,2 bar;1 bar
488;MASONEILAN;;X;;8013-257;62.557.101.1;4 - 20 mA;1,4 bar;0,48 - 1,03 bar;4;;X;;Linéaire;4 mA;20 mA
489;MASONEILAN;0;X;0;8013-257;62537002-1;4 - 20 mA;1,4 bar;0,48 - 1,03 bar;5;0;X;0;Linéaire;4 mA;20 mA
490;VALMET METSO;X;0;0;ND 9106 HN/I56;PH10150302;4 - 20 mA;8 bar max;;;;X;;Linéaire;4 mA;20 mA
491;VALMET METSO;X;;;ND 9103HN;PH05210400;4 - 20 mA;8 bar max;;;;X;;Linéaire;4 mA;20 mA
492;0;X;X;0;ND9102HN/I56;0;0;0;0;0;0;X;0;0;0;0
493;VALMET METSO;X;;;ND 8221/S1;2001250679;4 - 20 mA;2,5 - 8 bar;;;;;;linéaire;20 ma;4 mA
494;VALMET METSO;0;0;X;NP 624;S6521;3 - 15 PSI;8 bar max;0;0;0;X;0;Linéaire;0,2 bar;1 bar
495;VALMET METSO;0;    X;0;NE 724;S 9870 1991926;4 - 20mA;8 B MAX;0;0;0;0;0;Linéaire;4ma;20ma
496;VALMET METSO;X;;;ND 8221/S1;2001250662;4 - 20 mA;8 bar max;;;;;;;4 mA;20 mA
497;VALMET METSO;X;0;0;ND9103HN;PH13050081;4 - 20 mA;8 bar max;0;0;0;x;0;Linéaire;4 mA;20 mA
498;AMRI KSB;0;0;X;0;0;0,2 - 1 bar;0;0;0;0;0;X;0;1 bar;0,2 bar
499;PMV;0;0;X;PMV;0;0,2 - 1 bar;0;0;0;0;X;0;0;0,2 bar;1 bar
500;AMRI KSB;;;X;;;0,2 - 1 bar;3 bar;;;;X;;Linéaire;0,2 bar;1 bar
501;0;0;0;0;0;0;0;0;0,48 - 1,03 bar;0;0;0;0;0;0;0
502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
504;;;;;;;;;;;;;;;;
505;;;;;;;;;;;;;;;;
506;;;;;;;;;;;;;;;;
507;;;;;;;;;;;;;;;;
508;;;;;;;;;;;;;;;;
509;;;;;;;;;;;;;;;;
510;;;;;;;;;;;;;;;;
511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
512;0;X;X;0;ND9106HN/I56;0;0;0;0;0;0;X;0;0;0;0
513;VALMET METSO;X;0;0;ND9103HN/I56;PH19030435;0;8 B max;0;0;0;X;0;Linéaire;4mA;20mA
514;AMRI KSB;;;X;Régulactair;;0,2 - 1 bar;3 à 12 bar;;N°1;;X;;Proportionnelle;0,2 bar;1 bar
515;VALMET METSO;X;0;0;ND9103HN/I56;PH22080438;4-20 mA;8,5 bars max;0;0;0;X;0;Linéaire;4 mA;20 mA
516;VALMET METSO;X;0;0;ND9103HN/I56;PH22080434;4-20 mA;8,5 bars max;0;0;0;x;0;Linéiare;4 mA;20 mA
517;VALMET METSO;X;0;0;ND9103HN/I56;PH22080437;4-20 mA;8,5 bars max;0;0;0;x;0;Linéiare;4 mA;20 mA
518;VALMET METSO;X;0;0;ND9103HN/I56;PH22080436;4 -20 mA;8,5 bars max;0;0;0;X;0;Linéiare;4 mA;20 mA
519;MAETSO;X;0;0;ND9103HN/I56;PH22080435;4-20 mA;8,5 bars max;0;0;0;X;0;Linéaire;4 mA;20 mA
520;VALMET METSO;X;0;0;ND 8221/Y;PH02210595;4 - 20 mA;2,5 - 8 bar;0;0;0;x;0;Linéaire;4 mA;20 mA
521;VALMET METSO;X;0;0;ND 8221/Y;PH02210594;4 - 20 mA;2,5 - 8 bar;0;0;0;X;0;Linéaire;4 mA;20 mA
522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
524;;;;;;;;;;;;;;;;
525;;;;;;;;;;;;;;;;
526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
527;VALMET METSO;X;0;0;ND9102HN/I56;PH19030544;0;8 B max;0;0;0;X;0;Linéaire;4 mA;20 mA
528;;;;;;;;;;;;;;;;
529;;;;;;;;;;;;;;;;
530;;;;;;;;;;;;;;;;
531;;;;;;;;;;;;;;;;
532;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
534;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
535;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
536;;;;;;;;;;;;;;;;
537;;;;;;;;;;;;;;;;
538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
539;;;;;;;;;;;;;;;;
540;;;;;;;;;;;;;;;;
541;;;;;;;;;;;;;;;;
542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
543;AMRI KSB;;;;;;;;;;;;;;;
544;;;;;;;;;;;;;;;;
545;;;;;;;;;;;;;;;;
546;;;;;;;;;;;;;;;;
547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
548;;;;;;;;;;;;;;;;
549;;;;;;;;;;;;;;;;
550;;;;;;;;;;;;;;;;
551;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
552;;;;;;;;;;;;;;;;
553;;;;;;;;;;;;;;;;
554;;;;;;;;;;;;;;;;
555;;;;;;;;;;;;;;;;
556; ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
557;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
558;;;;;;;;;;;;;;;;
559;;;;;;;;;;;;;;;;
560;;;;;;;;;;;;;;;;
561;;;;;;;;;;;;;;;;
562;;;;;;;;;;;;;;;;
563;;;;;;;;;;;;;;;;
564;;;;;;;;;;;;;;;;
565;0;0;0;0;0;0;0;0; ;0;0;0;0;0;0;0
566;;;;;;;;;;;;;;;;
567;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
568;;;;;;;;;;;;;;;;
569;;;;;;;;;;;;;;;;
570;;;;;;;;;;;;;;;;
571;;;;;;;;;;;;;;;;
572;AMRI KSB;;;;;;;;;;;;;;;
573;;;;;;;;;;;;;;;;
574;EMERSON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
575;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
579;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
580;;;;;;;;;;;;;;;;
581;;;;;;;;;;;;;;;;
582;;;;;;;;;;;;;;;;
583;;;;;;;;;;;;;;;;
584;;;;;;;;;;;;;;;;
585;;;;;;;;;;;;;;;;
586;;;;;;;;;;;;;;;;
587;;;;;;;;;;;;;;;;
588;;;;;;;;;;;;;;;;
589;;;;;;;;;;;;;;;;
590;;;;;;;;;;;;;;;;
591;;;;;;;;;;;;;;;;
592;;;;;;;;;;;;;;;;
593;;;;;;;;;;;;;;;;
594;;;;;;;;;;;;;;;;
595;;;;;;;;;;;;;;;;
596;;;;;;;;;;;;;;;;
597;VALMET METSO;;;;;;;;;;;;;;;
598;VALMET METSO;;;;;;;;;;;;;;;
599;;;;;;;;;;;;;;;;
600;;;;;;;;;;;;;;;;
601;;;;;;;;;;;;;;;;
602;;;;;;;;;;;;;;;;
603;;;;;;;;;;;;;;;;
604;;;;;;;;;;;;;;;;
605;;;;;;;;;;;;;;;;
606;;;;;;;;;;;;;;;;
607;;;;;;;;;;;;;;;;
608;;;;;;;;;;;;;;;;
609;;;;;;;;;;;;;;;;
610;;;;;;;;;;;;;;;;
611;;;;;;;;;;;;;;;;
612;;;;;;;;;;;;;;;;
613;;;;;;;;;;;;;;;;
614;;;;;;;;;;;;;;;;
615;;;;;;;;;;;;;;;;
616;;;;;;;;;;;;;;;;
617;;;;;;;;;;;;;;;;
618;;;;;;;;;;;;;;;;
619;;;;;;;;;;;;;;;;
620;;;;;;;;;;;;;;;;
621;;;;;;;;;;;;;;;;
622;;;;;;;;;;;;;;;;
623;;;;;;;;;;;;;;;;
624;;;;;;;;;;;;;;;;
625;;;;;;;;;;;;;;;;
626;;;;;;;;;;;;;;;;
627;;;;;;;;;;;;;;;;
628;;;;;;;;;;;;;;;;
629;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
630;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
632;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
633;MASONEILAN;0;0;0;8013-357;63-541505-1;4 - 20 mA;1,4 bar;0,43 - 1,03 bar;0;0;X;0;0;4 mA;20 mA
634;MASONEILAN;0;X;0;0;64-9648-01-1;4 - 20 mA;2,1 bar;0,41-1,65 bar;0;0;0;0;0;0;0
635;MASONEILAN;X;X;0;8013-257;62-557102-1;4 - 20 mA;1,4 bar;0,43 - 1,03 bar;0;0;X;0;0;0;0
636;MASONEILAN;0;X;0;8013;62-873404-1;0;0;0;0;0;X;0;0;4 mA;20 mA
637;VALMET METSO;X;0;0;ND9103HN;PH041764004V0H;4 - 20 mA;1,4 à 8 bar;0;0;0;0;0;0;0;0
638;SCHLUMBERGER SEREG VANNES;0;0;X;0;0;0,2 - 1 bar;0;0;0;0;0;0;0;4 mA;20 mA
639;MASONEILAN;0;0;X;8013-255;51933550453;4 - 20 mA;1,4 bar;0,43 - 1,03 bar;0;0;0;0;0;4 mA;20 mA
640;VALMET METSO;0;X;0;ND9102HN/I56;PH19150387;4 - 20 mA;1,4 bar;1,4 - 8 bar;0;0;0;0;Linéaire;4 mA;20 mA
641;VALMET METSO;0;X;0;ND8221/Y;PH02210594;4 - 20 mA;2,5 bar;2,5 - 8 bar;0;0;0;0;Linéaire;4 mA;20 mA
642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
644;VALMET METSO;0;X;0;ND9102HN/I56;PH19150387;4 - 20 mA;1,4 bar;1,4 - 8 bar;0;0;0;0;Linéaire;4 mA;20 mA
645;VALMET METSO;0;X;0;ND8221/Y;PH02210594;4 - 20 mA;2,5 bar;2,5 - 8 bar;0;0;0;0;Linéaire;4 mA;20 mA
646;VALMET METSO;0;X;0;NE 724;9225;4 - 20 mA;8 bar max;0;0;0;0;0;0;4 mA;20 mA
647;VALMET METSO;X;;;ND 9102HN ;PH09100842;4 - 20 mA;8 bar max;;;;;;Linéaire;4 mA;20 mA
648;VALMET METSO;X;0;0;ND9103HN;PH09070642;4 - 20 mA;8 bar max;0;0;0;0;0;Linéaire;4 mA;20 mA
649;MASONEILAN;;X;;8013;64-2408-03-1;4 - 20 mA;1,4 bar;0,48 - 1,03 bar;5;A;X;;Linéaire;4 mA;20 mA
650;VALMET METSO;X;0;0;ND9106HN;PH20110392;4  -20 mA;8 bars max;0;0;0;x;;Lineaire;4 mA;20 mA
651;FISHER;X;;;DVC 5020;EU 03195097;4 - 20 mA;3,8 bar max;0 - 2,27 bar;;;;;Linéaire;20 mA;4 mA
652;FISHER;X;;;DVC 5020;EU 03232878;4 - 20 mA;3,8 bar max;0 - 2,3 bar;;;;X;linéaire;20 mA;4 mA
653;MASONEILAN;0;X;0;8013;51933550453;4 - 20 mA;1,4 bar;0,48 - 1,03 bar;2;0;X;0;Egal pourcentage;4 mA;20 mA
654;MASONEILAN;0;X;0;8013;51933550453;4 - 20 mA;1,4 bar;0,48 - 1,03 bar;2;0;x;0;Egal pourcentage;4 mA;20 mA
655;MASONEILAN;X;0;0;SVI;1001813;0;1,4 bar;0;0;0;0;0;0;4mA;20mA
656;VALMET METSO;0;X;0;724;S8274;0;0;0;0;0;0;0;0;4 MA;20 MA
657;MASONEILAN;;;X;4600;;0,2 - 1 bar;1.8 bar;207 - 1034 mbar;n° 4;;X;;;0,2 bar;1 bar
658;AMRI KSB;0;X;0;8013;0;0;1,4 bar;0,48 - 1,03 bar;0;0;0;0;0;0;0
659;MASONEILAN;0;X; ;8013;61-860906-2;4 - 20 mA;1,7 bar;0,48 - 0,96 bar;4;0;X;0;Linéaire;4 mA;20 mA
660;0;0;X;0;8013-357;63 541 504-1;4 - 20 mA;1,4 bar;0,48 - 1,03 bar;1;0;X;0;linéaire;20 mA;4 mA
661;EMERSON;;;X;793 011M;M29493;0,2 - 1 bar;2 à 8,28 bar;;90°;1;X;;Linéaire;0,2 bar;1 bar
