ATELIER;Repère;AFFECTATION;MACHINE;N° COMMANDE;DATE ;FOURNISSEUR  VANNE;NUM POSITIONNEUR;NUM CORPS;NUM ACTIONNNEUR;VANNES TOR;VANNES REG;ORGANE  REGLANT;DATE ACHAT;FREQ. REVISION;VUE EN;A VOIR EN;;;;;;;;;;;;;;;;;;;;;
Evaporation;EV 01 02 0157;Rincage matelas 2ème corps n°2;2ème corps;0;12/31/99;SAPAG;503;503;503;TOR;0;BOULE;0;10;2019;2029;;;;;;;;;;;;;;;;;;;;;
Evaporation;EV 01 02 0158;Rinçage matelas 3ème corps n° 1;3ème corps;;;SAPAG;504;504;504;TOR;;BOULE;;100;1999;2099;;;;;;;;;;;;;;;;;;;;;
Evaporation;EV 01 02 0159;Rinçage matelas 3ème corps n° 2;3ème corps;;;SAPAG;505;505;505;TOR;;BOULE;;100;1999;2099;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Rinçage matelas 4ème corps n° 1;4ème corps;;;;506;506;506;;;;;100;1999;2099;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Rinçage matelas 4ème corps n° 2;4ème corps;;;;507;507;507;;;;;100;1999;2099;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Rinçage matelas corps I turbo n° 2;Corps I turbo;;;;508;508;508;;;;;100;1999;2099;;;;;;;;;;;;;;;;;;;;;
Evaporation;EV 07 02 0153;Sirop vers bac à sirop léger;Concentrateur de stockage;;8/18/97;EMERSON;509;509;509;TOR;;PAPILLON;1997;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Evaporation;EV 07 02 0153;Sirop vers bacs à sirop;Concentrateur de stockage;;8/18/97;EMERSON;510;510;510;TOR;;PAPILLON;1997;100;2008;2108;;;;;;;;;;;;;;;;;;;;;
Evaporation;2EV 02 02 0161;Vanne motrice éjecto E;Corps I1;0830 AR;6/24/08;CORRI SERVAIS;511;511;511;TOR;0;DOUBLE OPERCULE;2008;100;0;2108;;;;;;;;;;;;;;;;;;;;;
Evaporation;PVB5;VANNE PRESSION B5;0;2248AR;11/15/22;VALMET METSO;512;512;512;0;REG;0;15/11/2022;15;2023;2038;;;;;;;;;;;;;;;;;;;;;
Evaporation;PV 18 02 0074;Vide 5ème corps;5ème corps;1840AR;12/12/18;VALMET METSO;513;513;513;0;REG;PAPILLON;2010;15;2019;2034;;;;;;;;;;;;;;;;;;;;;
Evaporation;;Vide concentrateur stockage;Concentrateur de stockage sirop;;;AMRI KSB;514;514;514;;REG;PAPILLON;;20;2004;2024;;;;;;;;;;;;;;;;;;;;;
Filtration;XV06020554;Alimentation diastar 1n°1;Diastars de 1ère carbonatation;2206AR;2/8/22;VALMET METSO;515;515;515;0;REG;PAPILLON;2022;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Filtration;XV06020560;Alimentation diastar 1n°2;Diastars de 1ère carbonatation;2206AR;2/8/22;VALMET METSO;516;516;516;0;REG;PAPILLON;2022;0;2022;Impossible achat sup à révision !!!;;;;;;;;;;;;;;;;;;;;;
Filtration;XV06020561;Alimentation diastar 1n°3;Diastars de 1ère carbonatation;2206AR;2/8/22;VALMET METSO;517;517;517;0;REG;PAPILLON;2022;0;2022;Impossible achat sup à révision !!!;;;;;;;;;;;;;;;;;;;;;
Filtration;XV06020565;Alimentation diastar 1n°4;Diastars de 1ère carbonatation;2206AR;2/8/22;VALMET METSO;518;518;518;0;REG;papillon;2022;0;2022;Impossible achat sup à révision !!!;;;;;;;;;;;;;;;;;;;;;
Filtration;XV06020579;Alimentation diastar 1n°5;Diastars de 1ère carbonatation;2206AR;2/8/22;VALMET METSO;519;519;519;0;REG;PAPILLON;2022;0;2022;Impossible achat sup à révision !!!;;;;;;;;;;;;;;;;;;;;;
Filtration;FV 01 13 0461;Débit d'eau filtre à disques n° 2;Filtre à disques n°2;020397 AR;;MASONEILAN;520;520;520;0;REG;OPERCULE;2002;15;2020;2035;;;;;;;;;;;;;;;;;;;;;
Filtration;FV 01 13 0477;Débit d'eau filtre à disques n° 3;Filtre à disques n°3;020397 AR;;MASONEILAN;521;521;521;0;REG;OPERCULE;2002;100;2002;2102;;;;;;;;;;;;;;;;;;;;;
Filtration;2 EV 08 13 0548;Dégonflage 1 FAD n° 3;Filtre à disques n°3;04003 AR;2/18/04;EMERSON;522;522;522;TOR;0;PAPILLON;2004;100;2016;2116;;;;;;;;;;;;;;;;;;;;;
Filtration;2 EV 08 13 0548;Dégonflage 2 FAD n° 3;Filtre à disques n°3;04003 AR;2/18/04;EMERSON;523;523;523;TOR;0;PAPILLON;2004;100;2016;2116;;;;;;;;;;;;;;;;;;;;;
Filtration;2EV 08 13 0542;Dégonflage filtre à disques n° 2 (droite);Filtre à disques n°2;;11/1/02;EMERSON;524;524;524;TOR;;PAPILLON;;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Filtration;2EV 08 13 0542;Dégonflage filtre à disques n° 2 (gauche);Filtre à disques n°2;;3/1/02;EMERSON;525;525;525;TOR;;PAPILLON;2002;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 08 13 0568;Dégonflage filtre à disques n°1;Filtre à disques n°1;0;9/1/96;EMERSON;526;526;526;TOR;0;PAPILLON;0;100;2004;2104;;;;;;;;;;;;;;;;;;;;;
Filtration;DV 06 02 0584;Densité jus épaissi;Bac jus épaissi;1840AR;12/12/18;VALMET METSO;527;527;527;0;REG;OPERCULE;2010;100;;2110;;;;;;;;;;;;;;;;;;;;;
Filtration;LOCALE;Niveau jus filtre à disques n° 1;Filtre à disques n°1;;;MASONEILAN;528;528;528;;REG;OPERCULE;1993;100;1999;2099;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0675;Purge n° 1;Filtre à disques n°1;950326AR;5/1/95;EMERSON;529;529;529;TOR;;PAPILLON;1995;100;2001;2101;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0677;Purge n° 3;Filtre à disques n°1;950326AR;5/1/95;EMERSON;530;530;530;TOR;;PAPILLON;1995;100;2002;2102;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0679;Purge n° 5;Filtre à disques n°1;950326AR;5/1/95;EMERSON;531;531;531;TOR;;PAPILLON;1995;100;2002;2102;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0676;Purge n°2;Filtre à disques n°1;950326AR;5/1/95;EMERSON;532;532;532;TOR;;PAPILLON;1995;99;1995;2094;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0678;Purge n°4;Filtre à disques n°1;950326AR;5/1/95;EMERSON;533;533;533;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;
Filtration;2 EV 08 13 0547;Soufflage 1 FAD n° 3 ;Filtre à disques n°3 ;04003 AR;2/18/04;EMERSON;534;534;534;TOR;0;PAPILLON;2004;100;2016;2116;;;;;;;;;;;;;;;;;;;;;
Filtration;2 EV 08 13 0547;Soufflage 2 FAD n° 3;Filtre à disques n°3;04003 AR;;EMERSON;535;535;535;TOR;0;PAPILLON;2004;100;0;2104;;;;;;;;;;;;;;;;;;;;;
Filtration;2EV 08 13 0541;Soufflage filtre à disques n° 2 (droite);Filtre à disques n°2;;5/1/98;EMERSON;536;536;536;TOR;;PAPILLON;;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Filtration;2EV 08 13 0541;Soufflage filtre à disques n° 2 (gauche);Filtre à disques n°2;;5/1/98;EMERSON;537;537;537;TOR;;PAPILLON;;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 08 13 0567;Soufflage filtre à disques n°1;Filtre à disques n°1;0;9/1/96;EMERSON;538;538;538;TOR;0;PAPILLON;1996;100;2004;2104;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0860;Vanne n° 1 alimentation diastar de 2ème n° 1 ;Diastars de 2ème carbonatation;;;EMERSON;539;539;539;TOR;;PAPILLON;1991;10;2019;2029;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0868;Vanne n° 1 alimentation diastar de 2ème n° 2;Diastars de 2ème carbonatation;;;EMERSON;540;540;540;TOR;;PAPILLON;1991;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0876;Vanne n° 1 alimentation diastar de 2ème n° 3;Diastars de 2ème carbonatation;;1/1/91;EMERSON;541;541;541;TOR;;PAPILLON;1991;10;2001;2024;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0642;Vanne n° 1 alimentation diastar n° 4;Diastars de 2ème carbonatation;040016AR;6/8/04;EMERSON;542;542;542;TOR;0;PAPILLON;2004;10;2018;2028;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0623;Vanne n° 1 alimentation diastar n° 4;Diastars de 1ère carbonatation;;;EMERSON;543;543;543;TOR;;PAPILLON;1993;6;2019;2025;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0861;Vanne n° 2 recyclage diastar de 2ème n° 1;Diastars de 2ème carbonatation;;1/1/91;EMERSON;544;544;544;TOR;;PAPILLON;1991;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0869;Vanne n° 2 recyclage diastar de 2ème n° 2;Diastars de 2ème carbonatation;;1/1/91;EMERSON;545;545;545;TOR;;PAPILLON;1991;10;2024;2034;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0877;Vanne n° 2 recyclage diastar de 2ème n° 3;Diastars de 2ème carbonatation;;;EMERSON;546;546;546;TOR;;PAPILLON;1991;8;2018;2026;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0643;Vanne n° 2 recyclage diastar n° 4;Diastars de 2ème carbonatation;040016AR;6/8/04;EMERSON;547;547;547;TOR;0;PAPILLON;2004;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0862;Vanne n° 3 décompression diastar de 2ème n° 1;Diastars de 2ème carbonatation;;;EMERSON;548;548;548;TOR;;PAPILLON;1991;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0870;Vanne n° 3 décompression diastar de 2ème n° 2;Diastars de 2ème carbonatation;;;EMERSON;549;549;549;TOR;;PAPILLON;1992;10;2014;2024;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0878;Vanne n° 3 décompression diastar de 2ème n° 3;Diastars de 2ème carbonatation;;;EMERSON;550;550;550;TOR;;PAPILLON;1992;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0644;Vanne n° 3 décompression diastar n° 4;Diastars de 2ème carbonatation;040016AR;6/8/04;EMERSON;551;551;551;TOR;0;PAPILLON;2004;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0605;Vanne n° 4 décompression diastar n° 1;Diastars de 1ère carbonatation;;1/1/93;EMERSON;552;552;552;TOR;;PAPILLON;1993;6;2021;2027;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0612;Vanne n° 4 décompression diastar n° 2;Diastars de 1ère carbonatation;;;EMERSON;553;553;553;TOR;;PAPILLON;2019;6;2019;2025;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0619;Vanne n° 4 décompression diastar n° 3;Diastars de 1ère carbonatation;;1/1/92;EMERSON;554;554;554;TOR;;PAPILLON;1992;100;2007;2107;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0626;Vanne n° 4 décompression diastar n° 4;Diastars de 1ère carbonatation;980164 AR;2/16/98;EMERSON;555;555;555;TOR;;PAPILLON;1998;100;2007;2107;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0637;Vanne n° 4 décompression n° 5;Diastars de 1ère carbonatation ;020238 AR;;EMERSON;556;556;556;TOR;0;PAPILLON;2002;6;2019;2025;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0645;Vanne n° 4 extraction diastar 2eme  n° 4 ;Diastars de 2ème carbonatation;0;;EMERSON;557;557;557;TOR;0;PAPILLON;1997;16;2008;2024;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0863;Vanne n° 4 extraction diastar de 2ème n° 1;Diastars de 2ème carbonatation;;;EMERSON;558;558;558;TOR;;PAPILLON;1991;10;2014;2024;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0871;Vanne n° 4 extraction diastar de 2ème n° 2;Diastars de 2ème carbonatation;;1/1/91;EMERSON;559;559;559;TOR;;PAPILLON;1991;100;2014;2114;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0879;Vanne n° 4 extraction diastar de 2ème n° 3;Diastars de 2ème carbonatation;;1/1/91;EMERSON;560;560;560;TOR;;PAPILLON;1991;10;2016;2026;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0606;Vanne n° 5 extraction diastar n° 1;Diastars de 1ère carbonatation;;;EMERSON;561;561;561;TOR;;PAPILLON;;6;2022;2028;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0613;Vanne n° 5 extraction diastar n° 2;Diastars de 1ère carbonatation;;;EMERSON;562;562;562;TOR;;PAPILLON;;6;2022;2028;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0620;Vanne n° 5 extraction diastar n° 3;Diastars de 1ère carbonatation;;;EMERSON;563;563;563;TOR;;PAPILLON;;6;2022;2028;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0627;Vanne n° 5 extraction diastar n° 4;Diastars de 1ère carbonatation;980164 AR;2/17/98;EMERSON;564;564;564;TOR;;PAPILLON;1998;6;2022;2028;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0638;Vanne n° 5 extraction diastar n° 5;Diastars de 1ère carbonatation ;020238 AR;3/14/02;EMERSON;565;565;565;TOR;0;PAPILLON;2002;6;2022;2028;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0872;Vanne n° 5 nivellement diastar 2ème n° 2;Diastars de 2ème carbonatation;;;EMERSON;566;566;566;TOR;;PAPILLON;1992;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0646;Vanne n° 5 nivellement diastar de 2 éme n° 4;Diastars de 2ème carbonatation;040016AR;6/8/04;EMERSON;567;567;567;TOR;0;PAPILLON;2004;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0864;Vanne n° 5 nivellement diastar de 2ème n° 1;Diastars de 2ème carbonatation;;;EMERSON;568;568;568;TOR;;PAPILLON;1991;8;2017;2025;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0880;Vanne n° 5 nivellement diastar de 2ème n° 3;Diastars de 2ème carbonatation;;;EMERSON;569;569;569;TOR;;PAPILLON;1992;10;2015;2025;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0607;Vanne n° 6 nivellement diastar n° 1;Diastars de 1ère carbonatation;;;EMERSON;570;570;570;TOR;;PAPILLON;1993;100;2018;2118;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0614;Vanne n° 6 nivellement diastar n° 2;Diastars de 1ère carbonatation;;;EMERSON;571;571;571;TOR;;PAPILLON;1992;100;2017;2117;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0621;Vanne n° 6 nivellement diastar n° 3;Diastars de 1ère carbonatation;;1/10/92;EMERSON;572;572;572;TOR;;PAPILLON;1992;100;2017;2117;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0628;Vanne n° 6 nivellement diastar n° 4;Diastars de 1ère carbonatation;980164 AR;2/17/98;EMERSON;573;573;573;TOR;;PAPILLON;1998;6;2023;2029;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02 0639;Vanne n° 6 nivellement diastar n° 5;Diastars de 1ère carbonatation ;020238 AR;;EMERSON;574;574;574;TOR;0;PAPILLON;2002;100;2014;2114;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02;Vanne Purge Diastar 1N1;Diastars de 1ère carbonatation;2206AR;12/31/99;VALMET METSO;575;575;575;TOR;0;OPERCULE;2022;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02;Vanne Purge Diastar 1N2;Diastars de 1ère carbonatation;2206AR;12/31/99;VALMET METSO;576;576;576;TOR;0;OPERCULE;2022;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02;Vanne Purge Diastar 1N3;Diastars de 1ère carbonatation;2206AR;12/31/99;VALMET METSO;577;577;577;TOR;0;OPERCULE;2022;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02;Vanne Purge Diastar 1N4;Diastars de 1ère carbonatation;2206AR;12/31/99;VALMET METSO;578;578;578;TOR;0;OPERCULE;2022;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Filtration;EV 06 02;Vanne Purge Diastar 1N5;Diastars de 1ère carbonatation;2206AR;12/31/99;VALMET METSO;579;579;579;TOR;;OPERCULE;2022;10;2022;2032;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 117; VANNE PURGE NETTOYAGE TAMBOUR LAVEUR;COFFRET TAMBOUR LAVEUR;2010 AR;5/4/20;TECOFI;580;580;580;TOR;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 105; Vanne supérieure purge hélice à betteraves;COFFRET EPAILLEUR;2010 AR;5/4/20;TECOFI;581;581;581;TOR;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;23 ;Aspiration P2;;2010 AR;4/30/20;TECOFI;582;582;582;;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;14;Aspiration P4;;2010 AR;5/4/20;TECOFI;583;583;583;;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 23;CDE VANNE ZV23 HERBES VERS EPIERREUR 2;COFFRET EPAILLEUR;2010 AR;5/4/20;TECOFI;584;584;584;TOR;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;1  ;PN16;;2009 AR;11/1/19;KEYSTONE;585;585;585;;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 100;PURGE HELICE A RADICELLES;COFFRET EPAILLEUR;2021 AR;5/7/20;TECOFI;586;586;586;TOR;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;31;Vanne alimentation tambour épierreur;;2009 AR;1/1/20;KEYSTONE;587;587;587;;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 270;VANNE ASPIRATION POMPE MRA 50210;COFFRET BACHE;2009 AR;1/1/20;KEYSTONE;588;588;588;TOR;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;47;Vanne aspiration POMPE P10;;2009 AR;3/1/20;KEYSTONE;589;589;589;TOR;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 219;Vanne aspiration POMPE P10;COFFRET BACHE;2009 AR;1/1/20;KEYSTONE;590;590;590;TOR;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 219;Vanne aspiration POMPE P10;;2009 AR;1/1/20;KEYSTONE;591;591;591;TOR;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 278;Vanne aspiration POMPE P1A/P1B;;2009 AR;;SAPAG;592;592;592;TOR;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 224;VANNE ASPIRATION POMPE P9;COFFRET BACHE;2009 AR;1/1/18;KEYSTONE;593;593;593;TOR;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 190;Vanne boite séparatrice;COFFRET TAMBOUR FINISSEUR;2009 AR;;K-BALL;594;594;594;TOR;;boisseau sphérique;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 205;Vanne boite séparatrice;COFFRET TAMBOUR FINISSEUR;2009 AR;;K-BALL;595;595;595;TOR;;boisseau sphérique;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 210;Vanne boite séparatrice;;2009 AR;;K-BALL;596;596;596;TOR;;boisseau sphérique;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;FCV 260;Vanne débit circulation;;2006 AR;;VALMET METSO;597;597;597;;REG;;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;FCV 20;Vanne débit eau décantée;;2006 AR;;VALMET METSO;598;598;598;;REG;;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;75 ;Vanne hélice à betteraves;;2009 AR;1/1/20;KEYSTONE;599;599;599;;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 209;VANNE HERBES VERS ESHERBEUR;COFFRET EPAILLEUR;2010 AR;5/4/20;TECOFI;600;600;600;TOR;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;54;Vanne manuelle ASPI POMPE P1B;;2009 AR;3/1/20;KEYSTONE;601;601;601;TOR;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 10 ;Vanne nettoyage : Grille filtration;COFFRET TAMBOUR FINISSEUR;2009 AR;2/20/20;K-BALL;602;602;602;TOR;;boisseau sphérique;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 13;Vanne nettoyage : Grille filtration;COFFRET TAMBOUR FINISSEUR;2009 AR;2/20/20;K-BALL;603;603;603;TOR;;boisseau sphérique;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 16;Vanne nettoyage : Grille filtration;COFFRET TAMBOUR FINISSEUR;2009 AR;12/10/19;K-BALL;604;604;604;TOR;;boisseau sphérique;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 231;VANNE NETTOYAGE TAMBOUR LAVEUR - VANNE A;COFFRET TAMBOUR LAVEUR;2010 AR;5/4/20;TECOFI;605;605;605;TOR;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 228;VANNE NETTOYAGE TAMBOUR LAVEUR - VANNE B;COFFRET TAMBOUR LAVEUR;2010 AR;5/4/20;TECOFI;606;606;606;TOR;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 234;VANNE NETTOYAGE TAMBOUR LAVEUR - VANNE C;COFFRET TAMBOUR LAVEUR;2010 AR;5/4/20;TECOFI;607;607;607;TOR;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 183;VANNE PURGE EPIERREUR 2 TEC-4000-2;COFFRET TAMBOUR LAVEUR;2010 AR;5/4/20;TECOFI;608;608;608;TOR;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 180;VANNE PURGE EPIERREUR 2 TEC-4000-2;COFFRET TAMBOUR LAVEUR;2010 AR;5/4/20;TECOFI;609;609;609;TOR;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 120;VANNE PURGE NETTOYAGE TAMBOUR LAVEUR;COFFRET TAMBOUR LAVEUR;2010 AR;4/29/20;TECOFI;610;610;610;TOR;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 164;VANNE PURGE RAMASSE FLOTTANTS;COFFRET EPAILLEUR;2021 AR;5/7/20;TECOFI;611;611;611;TOR;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 74;Vanne refoulement POMPE P1A;COFFRET BACHE;2009 AR;;SAPAG;612;612;612;TOR;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;ZV 77 ;Vanne refoulement POMPE P1B;COFFRET BACHE;2009 AR;;SAPAG;613;613;613;TOR;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;40 ;;;2010 AR;4/30/20;TECOFI;614;614;614;;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;26 ;;;2010 AR;4/28/20;TECOFI;615;615;615;;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;86 ;;;2010 AR;4/28/20;TECOFI;616;616;616;;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;6 ;;;2010 AR;4/29/20;TECOFI;617;617;617;;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;281 ;;;2010 AR;5/7/20;TECOFI;618;618;618;;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;32 ;;;2010 AR;5/7/20;TECOFI;619;619;619;;;Pelle;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;43 ;;;2009 AR;1/1/20;KEYSTONE;620;620;620;;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;45 ;;;2009 AR;1/1/20;KEYSTONE;621;621;621;;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;48 ;;;2009 AR;12/1/19;KEYSTONE;622;622;622;;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;77 ;;;2009 AR;11/1/19;KEYSTONE;623;623;623;;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;55 ;;;2009 AR;1/1/20;KEYSTONE;624;624;624;;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;56 ;;;2009 AR;12/1/19;KEYSTONE;625;625;625;;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;80 ;;;2009 AR;1/1/19;KEYSTONE;626;626;626;;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;78 ;;;2009 AR;1/1/19;KEYSTONE;627;627;627;;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Lavoir 10 000;87 ;;;2009 AR;1/1/20;KEYSTONE;628;628;628;;;Papillon;2020;10;2020;2030;;;;;;;;;;;;;;;;;;;;;
Magasin à sucre;EV 17 14 1298;Vanne trémie fin vrac;Trémie vrac;040024 AR;5/10/04;AMRI KSB;629;629;629;TOR;0;PAPILLON;2004;100;;2104;;;;;;;;;;;;;;;;;;;;;
Magasin à sucre;EV 17 14 1297;Vanne trémie gros vrac;Trémie vrac;040024 AR;5/10/04;AMRI KSB;630;630;630;TOR;0;PAPILLON;2004;100;0;2104;;;;;;;;;;;;;;;;;;;;;
Magasin à sucre;EV 17 17 1296;Vanne trémie moyen vrac;Trémie vrac;040024 AR;5/10/04;AMRI KSB;631;631;631;TOR;0;PAPILLON;2004;100;0;2104;;;;;;;;;;;;;;;;;;;;;
Magasin à sucre;EV 17 14 1299;Vanne trèmie tout venant vrac;Trémie vrac;040024 AR;5/10/04;AMRI KSB;632;632;632;TOR;0;PAPILLON;2004;100;0;2104;;;;;;;;;;;;;;;;;;;;;
